C1,C2,C3,C4,C5,C6,C7,C8,N1,N2,N3,N4,N7,N8,N9,N10,N10.1,N11,N12,N14,N15,N16,N17,N18,N19,N21,N22,N23,N24,N33,N35,Dependent_Variable
1,1,22,17,1,True,2,True,31.99,92.0,3.9,10.0,37.0,5,169,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1159.0,1.02,0.0,0.94,2.0,42.0,4416.666667,100.0,18.0,0
1,1,7,17,2,True,4,True,34.95,216.0,2.7,4.0,29.0,1,15,7.0,1.0,3.0,2555.0,13.0,1.0,0.0,520.0,1.73,0.0,0.68,3.0,22.0,3311.0,20.0,14.0,1
1,0,0,55,2,False,7,True,29.0,25.0,2.8,8.0,49.0,6,15,13.0,0.0,8.0,9743.0,16.0,0.0,0.0,362.0,1.2,0.0,0.68,1.0,32.0,1125.0,60.02,23.0,1
2,1,12,15,1,True,1,True,22.18,20.0,3.4,6.0,15.0,3,395,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22451.0,0.85,3849.0,1.0,1.0,30.0,10416.66667,500.0,13.0,0
1,0,0,14,0,False,0,True,16.2,,3.0,,8.0,7,143,0.0,0.0,8.0,,0.0,0.0,,,,,,,50.0,2083.333333,65.0,11.0,0
1,7,15,54,1,False,7,True,31.77,77.0,3.4,6.0,21.0,3,60,0.0,1.0,1.0,0.0,1.0,0.0,0.0,723.0,0.46,694.0,0.6,1.0,60.0,2000.0,80.0,11.0,0
1,1,1,1,4,False,2,False,9.2,22.0,3.8,3.0,10.0,2,90,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3625.0,0.11,28886.0,0.77,0.0,,5833.333333,100.0,24.0,0
1,0,0,17,2,False,7,True,8.0,26.0,3.9,4.0,11.0,3,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,0.06,12419.0,0.66,0.0,42.0,1707.166667,60.0,24.0,0
1,3,11,1,4,False,2,True,23.0,13.0,2.8,12.0,22.0,6,207,0.0,4.0,16.0,0.0,0.0,0.0,0.0,5336.0,0.98,69.0,0.94,1.0,30.0,4166.666667,60.0,15.0,1
1,1,3,1,2,True,6,True,9.25,76.0,3.6,11.0,16.0,8,337,0.0,1.0,7.0,0.0,0.0,0.0,0.0,37882.0,0.84,6718.0,1.0,0.0,20.0,6250.0,60.0,12.0,0
1,7,16,32,2,False,2,True,5.99,26.0,3.9,13.0,17.0,6,70,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2496.0,0.05,42254.0,1.0,0.0,20.0,4833.333333,20.0,34.0,0
2,7,2,29,1,True,2,True,33.04,70.0,3.6,11.0,18.0,8,287,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8226.0,0.99,45.0,0.94,1.0,42.0,4816.583333,80.0,13.0,0
1,0,0,0,0,False,0,True,14.5,,3.4,,21.0,2,0,2.0,4.0,12.0,,16.0,0.0,,,,,,,28.0,4166.666667,140.0,19.0,0
1,2,14,1,2,True,4,True,26.25,78.0,3.3,9.0,17.0,5,155,0.0,0.0,8.0,0.0,1.0,1.0,0.0,6204.0,0.94,379.0,0.82,0.0,26.0,3319.666667,75.0,10.0,1
1,1,9,41,1,False,2,True,25.99,46.0,3.2,9.0,11.0,7,420,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12107.0,0.87,1585.0,0.9,0.0,48.0,5186.083333,240.0,10.0,0
1,0,17,15,2,False,4,True,15.0,20.0,2.6,5.0,20.0,3,52,5.0,2.0,6.0,5371.0,9.0,2.0,0.0,2201.0,0.91,199.0,0.69,0.0,12.0,3500.0,60.0,20.0,1
1,0,10,1,2,False,4,True,19.3,48.0,3.2,1.0,3.0,0,0,0.0,5.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,2333.333333,90.0,15.0,1
1,1,7,1,2,True,3,False,14.0,14.0,3.4,14.0,30.0,10,579,0.0,2.0,7.0,0.0,0.0,0.0,0.0,28861.0,0.65,15389.0,0.86,2.0,,0.0,100.0,22.0,0
2,1,13,35,1,True,2,True,27.69,199.0,3.3,11.0,22.0,6,219,0.0,2.0,11.0,0.0,0.0,0.0,0.0,6285.0,0.73,1189.0,1.0,1.0,48.0,5416.666667,200.0,18.0,0
1,4,17,1,2,True,2,True,24.89,237.0,3.2,19.0,43.0,13,1361,0.0,2.0,2.0,0.0,0.0,0.0,0.0,81058.0,0.91,7843.0,0.95,0.0,84.0,4166.666667,60.0,25.0,1
1,2,19,0,2,True,2,True,8.3,35.0,4.0,14.0,21.0,8,30,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3349.0,0.06,50651.0,1.0,1.0,32.0,5925.166667,100.0,14.0,0
1,1,5,0,2,True,1,True,10.93,12.0,3.8,9.0,25.0,6,390,1.0,0.0,8.0,754.0,0.0,0.0,0.0,17115.0,1.0,75.0,0.9,0.0,32.0,8333.333333,150.0,28.0,0
1,3,19,19,2,True,4,True,11.57,218.0,3.6,7.0,16.0,4,403,0.0,3.0,8.0,0.0,0.0,1.0,0.0,10490.0,0.63,5910.0,0.93,1.0,76.0,3083.333333,20.0,33.0,0
1,1,34,0,1,False,6,True,31.77,70.0,3.3,8.0,81.0,6,192,2.0,1.0,3.0,0.0,73.0,1.0,0.0,5326.0,0.8,1270.0,0.5,1.0,22.0,6666.666667,40.0,29.0,0
1,1,4,17,1,False,4,True,16.56,8.0,3.4,7.0,9.0,5,143,0.0,2.0,5.0,0.0,0.0,0.0,0.0,6728.0,0.61,4232.0,1.0,1.0,38.0,2333.333333,80.0,8.0,0
1,1,26,16,1,True,2,True,24.99,137.0,3.4,6.0,20.0,3,136,0.0,0.0,3.0,0.0,2.0,1.0,0.0,4197.0,0.8,826.0,0.66,1.0,28.0,5333.333333,122.0,17.0,0
1,1,26,12,2,False,4,True,29.0,12.0,2.6,2.0,35.0,2,11,10.0,10.0,27.0,5050.0,25.0,1.0,0.0,11.0,0.03,289.0,0.46,2.0,14.0,3000.0,20.0,19.0,0
1,7,12,10,1,False,6,True,25.11,23.0,3.7,6.0,12.0,2,21,2.0,3.0,5.0,4001.0,4.0,1.0,0.0,50.0,0.0,6150.0,0.75,0.0,22.0,6666.666667,200.0,12.0,0
1,7,14,12,1,True,4,True,31.77,34.0,3.3,10.0,20.0,6,200,0.0,2.0,6.0,0.0,8.0,0.0,0.0,5449.0,0.95,256.0,0.83,1.0,36.0,3340.333333,80.0,26.0,0
1,3,2,1,2,False,4,True,14.9,71.0,3.4,13.0,23.0,12,623,0.0,3.0,9.0,0.0,0.0,0.0,0.0,16507.0,0.11,67116.0,0.8,1.0,54.0,3000.0,101.0,26.0,1
1,3,35,41,1,True,1,True,31.99,9.0,3.4,17.0,33.0,6,493,0.0,5.0,7.0,0.0,0.0,0.0,0.0,20584.0,0.93,1576.0,1.0,3.0,50.0,11916.66667,80.0,12.0,0
1,1,5,30,2,False,4,True,30.59,3.0,2.9,10.0,11.0,7,66,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6560.0,1.05,29.0,1.0,0.0,38.0,3466.666667,60.02,13.0,1
1,16,7,32,1,False,2,True,15.85,104.0,3.2,5.0,20.0,4,176,0.0,0.0,1.0,0.0,11.0,1.0,0.0,3713.0,0.72,1387.0,0.68,0.0,32.0,4933.333333,78.0,26.0,0
1,1,2,31,5,False,2,True,29.25,182.0,3.2,4.0,22.0,4,178,0.0,0.0,0.0,0.0,12.0,1.0,0.0,6211.0,0.8,1539.0,0.72,1.0,16.0,4166.666667,80.0,14.0,0
1,0,6,41,2,True,1,True,12.6,52.0,3.7,9.0,22.0,2,132,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3900.0,0.78,1100.0,0.95,1.0,18.0,8583.333333,52.0,21.0,0
1,1,25,12,1,False,4,True,29.99,14.0,3.3,7.0,8.0,4,25,0.0,8.0,14.0,0.0,0.0,0.0,0.0,943.0,0.22,3158.0,1.0,2.0,80.0,2083.333333,80.0,8.0,1
1,1,10,1,1,False,2,True,26.99,61.0,3.4,2.0,37.0,3,85,0.0,4.0,20.0,0.0,29.0,2.0,2.0,2508.0,0.23,8092.0,0.75,1.0,6.0,4766.666667,40.0,18.0,1
1,0,7,41,2,False,4,True,10.0,2.0,3.2,2.0,3.0,2,15,0.0,2.0,6.0,0.0,0.0,0.0,0.0,462.0,0.26,1288.0,1.0,0.0,2.0,3333.333333,20.0,9.0,0
1,7,13,16,2,True,2,True,27.4,30.0,3.4,6.0,18.0,2,46,0.0,0.0,2.0,0.0,8.0,0.0,0.0,640.0,0.64,436.0,0.78,0.0,30.0,4725.0,100.0,11.0,0
1,0,19,31,0,True,0,True,28.75,,3.1,,25.0,7,415,3.0,2.0,2.0,,10.0,0.0,,,,,,,48.0,3250.583333,40.0,27.0,0
2,19,19,43,1,True,6,True,22.2,229.0,3.4,7.0,16.0,2,288,0.0,2.0,5.0,0.0,0.0,1.0,0.0,9081.0,0.97,219.0,1.0,1.0,46.0,7527.083333,160.0,14.0,1
2,1,6,13,1,True,4,True,29.16,226.0,3.2,14.0,18.0,10,792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29815.0,0.88,3820.0,1.0,1.0,68.0,3807.083333,80.0,18.0,1
1,0,36,1,0,True,0,True,18.5,,3.2,,18.0,8,596,0.0,4.0,10.0,,4.0,0.0,,,,,,,92.0,2873.0,400.0,19.0,0
1,7,1,1,4,False,4,False,13.95,39.0,3.5,4.0,7.0,4,57,0.0,1.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,5000.0,0.57,0.0,,2166.666667,30.0,14.0,0
1,1,9,1,7,False,7,True,22.87,60.0,3.1,6.0,10.0,4,152,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5088.0,0.97,101.0,0.88,0.0,100.0,1381.0,80.0,17.0,0
1,0,0,31,0,False,0,True,35.0,,,,,0,0,,,,,,,,,,,,,27.728,4732.916667,100.0,,1
1,1,20,0,2,False,4,True,18.65,26.0,3.2,4.0,12.0,4,415,0.0,0.0,3.0,0.0,7.0,0.0,0.0,17363.0,0.46,19737.0,0.6,0.0,64.0,4000.0,300.0,18.0,0
1,1,2,41,1,False,1,True,12.54,40.0,3.6,12.0,21.0,10,349,0.0,2.0,6.0,0.0,0.0,0.0,0.0,16822.0,0.22,58420.0,1.0,4.0,14.0,10833.33333,100.0,10.0,0
1,1,40,41,1,False,2,True,8.39,73.0,3.8,13.0,25.0,9,720,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53713.0,0.49,55557.0,1.0,0.0,44.0,5916.666667,86.0,24.0,1
1,0,1,1,2,True,6,True,15.0,101.0,3.1,5.0,10.0,0,0,1.0,0.0,5.0,2580.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,24.0,6516.666667,57.8,24.0,1
1,1,8,0,2,True,6,True,22.5,37.0,3.5,13.0,29.0,9,279,4.0,2.0,3.0,3610.0,0.0,0.0,0.0,8036.0,0.64,4282.0,0.79,0.0,24.0,7083.333333,20.0,15.0,0
1,1,10,0,1,True,2,True,19.02,336.0,3.5,19.0,70.0,11,561,0.0,1.0,6.0,0.0,0.0,0.0,0.0,12177.0,0.36,20554.0,0.93,4.0,76.0,5416.666667,170.0,26.0,0
1,7,2,1,3,True,5,False,14.79,13.0,3.3,8.0,24.0,4,337,0.0,0.0,8.0,0.0,0.0,0.0,0.0,15020.0,0.77,4300.0,0.94,0.0,,0.0,20.0,9.0,0
1,6,16,1,1,False,4,True,31.99,24.0,3.5,6.0,29.0,3,218,0.0,9.0,13.0,0.0,0.0,0.0,0.0,8119.0,0.6,3989.0,0.95,0.0,66.0,2083.333333,80.0,20.0,0
1,1,17,1,2,False,2,True,31.49,55.0,3.5,27.0,55.0,22,2107,0.0,0.0,3.0,0.0,0.0,0.0,0.0,60867.0,0.81,12882.0,1.0,2.0,108.0,5000.0,140.0,25.0,0
1,4,1,17,2,False,7,True,35.0,108.0,2.6,1.0,4.0,0,0,2.0,7.0,12.0,175.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,683.333333,24.0,12.0,1
1,0,0,17,0,False,0,True,27.0,,2.7,,21.0,1,16,6.0,4.0,21.0,,20.0,0.0,,,,,,,26.0,3000.0,51.0,16.0,0
1,1,11,1,5,False,7,False,25.11,11.0,3.3,4.0,8.0,4,176,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4249.0,0.84,813.0,1.0,0.0,,1250.0,100.0,7.0,1
1,0,0,12,0,False,0,True,25.0,,2.7,,7.0,1,35,0.0,1.0,4.0,,7.0,1.0,,,,,,,4.0,3333.333333,20.0,34.0,0
1,1,20,13,1,False,4,True,17.99,75.0,3.6,4.0,11.0,2,80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2329.0,0.48,2500.0,1.0,0.0,48.0,3750.0,120.0,17.0,0
1,1,12,0,2,True,1,True,17.0,181.0,3.4,10.0,42.0,4,347,0.0,1.0,11.0,0.0,0.0,1.0,0.0,12408.0,0.75,3951.0,0.91,1.0,48.0,11666.66667,300.0,20.0,0
1,1,10,29,2,False,4,True,27.47,38.0,2.8,15.0,19.0,13,757,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16724.0,0.97,433.0,0.94,2.0,94.0,3054.833333,20.0,28.0,1
1,0,14,1,0,False,0,True,24.0,,3.0,,29.0,5,137,3.0,0.0,9.0,,20.0,0.0,,,,,,,12.0,9166.666667,60.0,31.0,0
1,0,23,29,2,False,2,True,24.0,4.0,3.0,10.0,74.0,3,24,1.0,5.0,10.0,1342.0,12.0,1.0,0.0,540.0,1.8,0.0,0.6,2.0,92.0,4583.333333,104.0,17.0,1
1,7,26,38,2,False,4,True,29.0,25.0,2.8,14.0,44.0,11,293,8.0,2.0,9.0,1765.0,3.0,1.0,0.0,5026.0,0.74,1100.0,0.51,1.0,44.0,2916.666667,70.0,19.0,0
1,1,13,1,1,True,4,True,12.49,40.0,3.9,17.0,39.0,9,244,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4563.0,0.2,18077.0,1.0,1.0,110.0,2125.0,240.0,17.0,0
1,2,22,1,1,False,4,True,31.77,45.0,3.3,0.0,2.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2166.666667,40.0,5.0,1
1,0,3,0,2,False,4,True,15.95,20.0,3.5,12.0,19.0,11,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13210.0,0.44,16360.0,1.0,1.0,82.0,4083.333333,280.0,25.0,0
3,7,2,30,1,False,2,True,4.99,6.0,3.7,5.0,8.0,4,27,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2745.0,0.11,21255.0,1.0,1.0,16.0,5416.666667,100.0,9.0,0
1,7,1,35,2,False,4,True,27.0,62.0,3.1,4.0,6.0,1,5,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,3000.0,20.0,23.0,0
1,4,6,15,4,False,3,True,16.0,11.0,3.6,2.0,2.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.03,3852.0,1.0,1.0,,0.0,200.0,8.0,0
1,1,2,1,2,False,2,True,18.57,17.0,3.0,9.0,17.0,4,60,0.0,0.0,1.0,0.0,10.0,0.0,0.0,244.0,0.0,0.0,0.2,0.0,14.0,4523.916667,80.0,15.0,0
1,1,13,15,1,True,2,True,20.0,47.0,3.9,12.0,20.0,6,147,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4312.0,0.22,14788.0,1.0,2.0,58.0,5000.0,140.0,10.0,0
1,0,5,0,2,True,1,True,13.5,7.0,3.4,8.0,21.0,4,845,0.0,1.0,5.0,0.0,0.0,0.0,0.0,20993.0,0.68,9707.0,0.95,0.0,56.0,8500.0,350.0,23.0,0
1,1,2,0,1,False,1,True,9.99,97.0,3.8,9.0,33.0,6,255,0.0,0.0,2.0,0.0,9.0,1.0,0.0,9595.0,0.3,21955.0,0.81,1.0,38.0,8789.416667,200.0,26.0,0
1,1,12,1,1,False,4,True,31.99,20.0,3.5,6.0,20.0,4,155,1.0,0.0,1.0,0.0,2.0,0.0,0.0,899.0,0.0,0.0,0.78,0.0,40.0,3250.0,50.0,24.0,1
1,1,22,0,1,True,2,True,31.99,50.0,3.7,8.0,17.0,5,233,0.0,2.0,9.0,0.0,0.0,1.0,0.0,11598.0,0.72,4325.0,1.0,1.0,36.0,5000.0,150.0,51.0,0
1,7,11,1,2,True,2,True,7.2,24.0,3.8,18.0,42.0,16,1105,0.0,2.0,9.0,0.0,0.0,0.0,0.0,62725.0,0.47,67322.0,1.0,0.0,60.0,5916.666667,24.0,24.0,0
1,3,40,33,4,True,1,False,31.77,0.0,3.4,26.0,54.0,9,1466,0.0,0.0,2.0,0.0,0.0,0.0,0.0,149840.0,0.99,1714.0,0.94,0.0,,16666.66667,80.0,26.0,1
1,0,0,31,0,False,0,True,8.25,,,,,0,0,,,,,,,,,,,,,2.55,41666.66667,60.0,,0
1,6,19,54,1,False,4,False,31.99,102.0,3.7,15.0,38.0,9,262,1.0,5.0,13.0,0.0,0.0,0.0,0.0,3368.0,0.24,8506.0,0.91,2.0,,2916.666667,40.0,22.0,1
1,0,5,11,2,False,4,True,19.0,22.0,3.1,3.0,3.0,3,32,0.0,5.0,7.0,0.0,0.0,0.0,0.0,418.0,0.05,471.0,1.0,2.0,8.0,3750.0,60.02,8.0,1
1,1,7,12,2,True,4,True,20.19,81.0,3.6,9.0,29.0,6,599,0.0,6.0,21.0,0.0,0.0,1.0,0.0,26851.0,0.86,4081.0,0.8,1.0,94.0,3916.666667,400.0,35.0,0
1,13,12,0,1,True,1,True,10.99,171.0,3.4,18.0,63.0,13,1372,0.0,5.0,14.0,0.0,0.0,0.0,0.0,48806.0,0.61,30296.0,0.96,1.0,50.0,12958.33333,200.0,16.0,0
1,0,0,31,0,False,0,True,23.75,,2.8,,17.0,0,0,0.0,4.0,,,,1.0,,,,,,,32.288,1833.333333,45.0,23.0,0
1,1,26,17,2,True,7,True,29.0,11.0,2.8,13.0,26.0,8,274,4.0,4.0,15.0,525.0,0.0,0.0,0.0,6774.0,0.99,529.0,0.5,1.0,92.0,2000.0,40.0,14.0,1
2,1,2,1,1,False,4,True,27.36,3.0,3.3,7.0,12.0,5,130,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4562.0,0.65,2388.0,1.0,0.0,64.0,3833.333333,180.0,8.0,0
1,0,2,12,2,False,4,True,10.98,46.0,3.6,8.0,12.0,8,211,0.0,1.0,4.0,0.0,0.0,0.0,0.0,12132.0,0.35,20488.0,1.0,1.0,40.0,2728.5,200.0,17.0,0
1,1,14,10,1,True,2,True,21.48,124.0,4.0,22.0,41.0,16,1493,0.0,1.0,2.0,0.0,0.0,0.0,0.0,34287.0,0.2,43598.0,0.97,2.0,94.0,5416.666667,300.0,17.0,0
1,1,7,1,2,False,4,True,12.38,15.0,3.5,13.0,17.0,14,453,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11585.0,0.66,5572.0,1.0,0.0,56.0,3083.333333,104.0,12.0,0
1,1,43,1,2,False,4,True,21.25,111.0,3.2,5.0,36.0,4,73,0.0,1.0,4.0,0.0,7.0,1.0,0.0,1527.0,0.98,23.0,0.62,0.0,88.0,2500.0,150.0,27.0,0
1,4,5,1,2,False,4,True,21.25,61.0,3.1,4.0,17.0,1,0,0.0,3.0,8.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.42,1.0,10.0,3750.0,60.02,23.0,1
1,0,0,1,2,False,4,True,25.5,2.0,2.6,11.0,29.0,5,74,4.0,9.0,20.0,2482.0,4.0,1.0,0.0,1342.0,0.33,133.0,0.68,5.0,60.0,2916.666667,20.0,16.0,0
1,16,3,36,1,False,7,False,31.77,7.0,3.5,2.0,4.0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1500.0,80.0,7.0,1
1,0,12,10,4,True,2,True,14.75,4.0,3.8,11.0,42.0,9,214,1.0,11.0,24.0,1462.0,1.0,1.0,0.0,3312.0,0.19,14012.0,0.91,3.0,72.0,5103.166667,500.0,18.0,1
1,0,5,31,0,True,0,True,19.8,,3.5,,46.0,0,0,1.0,1.0,,,1.0,0.0,,,,,,,66.696,4000.0,71.0,39.0,1
3,7,2,12,1,False,4,True,21.99,118.0,3.3,11.0,31.0,1,15,1.0,4.0,5.0,0.0,3.0,0.0,0.0,208.0,0.2,792.0,0.96,2.0,58.0,3780.416667,40.0,15.0,0
1,0,48,1,2,True,4,True,8.49,60.0,3.8,7.0,10.0,7,37,0.0,3.0,3.0,0.0,0.0,0.0,0.0,229.0,0.0,44560.0,1.0,0.0,26.0,2305.833333,160.0,21.0,0
1,1,1,6,2,False,1,True,18.0,44.0,3.3,13.0,27.0,10,2085,0.0,0.0,4.0,0.0,0.0,0.0,0.0,79024.0,0.81,14982.0,0.92,0.0,48.0,16666.66667,200.0,25.0,0
1,1,9,13,1,True,2,True,23.4,3.0,3.9,11.0,42.0,6,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14802.0,0.57,10893.0,0.97,0.0,72.0,4833.333333,300.0,16.0,0
1,1,28,0,2,False,4,True,15.5,42.0,3.0,9.0,9.0,9,825,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24309.0,0.97,555.0,1.0,0.0,76.0,2916.666667,160.0,13.0,0
1,12,12,0,1,True,1,True,8.99,194.0,3.7,13.0,37.0,9,179,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3739.0,0.27,7814.0,0.93,3.0,20.0,15000.0,200.0,20.0,1
3,1,20,14,1,True,4,True,8.01,100.0,3.5,15.0,28.0,14,534,0.0,1.0,3.0,0.0,0.0,0.0,0.0,18940.0,0.38,30260.0,1.0,0.0,116.0,2750.0,100.0,12.0,0
1,0,0,31,0,False,0,True,10.0,,,,,0,0,,,,,,,,,,,,,19.622,1700.0,20.0,,0
1,1,2,0,2,False,6,True,14.65,22.0,3.5,3.0,21.0,4,46,0.0,0.0,8.0,0.0,13.0,1.0,0.0,2124.0,0.19,8676.0,0.8,1.0,6.0,7166.666667,80.0,24.0,0
1,7,19,41,1,True,2,True,34.35,202.0,3.5,11.0,26.0,8,757,0.0,1.0,1.0,0.0,0.0,0.0,0.0,43117.0,0.97,1222.0,0.91,0.0,70.0,5416.666667,110.0,24.0,0
1,1,7,17,2,False,3,False,17.0,6.0,3.5,6.0,7.0,3,17,0.0,3.0,4.0,0.0,0.0,0.0,0.0,864.0,0.17,4136.0,1.0,1.0,,0.0,50.0,11.0,1
1,1,42,4,2,True,2,True,30.01,13.0,3.1,16.0,24.0,12,642,0.0,1.0,10.0,0.0,1.0,0.0,0.0,21218.0,0.84,2903.0,0.83,2.0,80.0,5000.0,100.0,16.0,0
1,1,18,1,1,False,7,True,25.99,9.0,3.6,8.0,23.0,4,213,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1437.0,0.06,5600.0,0.64,0.0,192.0,1833.333333,120.0,14.0,0
1,0,43,1,2,False,4,True,20.0,56.0,3.2,4.0,14.0,3,71,1.0,0.0,1.0,494.0,0.0,0.0,0.0,2093.0,0.93,132.0,0.72,0.0,48.0,2916.666667,130.0,24.0,1
1,3,2,24,1,True,2,True,19.39,238.0,3.6,20.0,43.0,18,1474,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41068.0,0.73,12104.0,1.0,0.0,90.0,5333.333333,200.0,25.0,0
1,1,20,26,2,True,1,True,12.0,63.0,3.9,15.0,33.0,9,907,0.0,1.0,1.0,0.0,0.0,0.0,0.0,124755.0,0.58,90355.0,0.93,2.0,40.0,16264.5,300.0,23.0,1
1,2,15,15,2,True,2,True,35.0,44.0,3.5,6.0,26.0,4,49,3.0,0.0,1.0,13321.0,35.0,1.0,0.0,602.0,0.0,0.0,0.7,0.0,20.0,4583.333333,38.0,30.0,1
1,0,7,10,2,False,1,True,15.85,87.0,3.3,8.0,19.0,3,49,0.0,2.0,4.0,0.0,12.0,0.0,0.0,1620.0,0.96,35.0,0.66,0.0,24.0,9416.666667,140.0,18.0,1
1,7,3,0,1,True,2,True,31.99,235.0,3.3,10.0,23.0,6,474,0.0,2.0,4.0,0.0,0.0,0.0,0.0,18343.0,0.95,862.0,0.78,3.0,36.0,5625.0,100.0,24.0,0
1,1,20,17,1,False,4,True,31.77,85.0,3.3,14.0,17.0,12,524,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14668.0,0.83,2215.0,1.0,0.0,80.0,2916.666667,60.0,23.0,1
2,1,23,0,1,False,2,True,28.04,70.0,3.4,9.0,26.0,10,245,1.0,1.0,2.0,247.0,17.0,1.0,0.0,4157.0,0.29,5317.0,0.78,0.0,20.0,5166.666667,60.0,19.0,0
1,1,19,15,1,True,1,True,13.99,53.0,3.6,16.0,38.0,9,1199,0.0,1.0,11.0,0.0,0.0,0.0,0.0,16058.0,0.66,6913.0,1.0,1.0,34.0,16666.66667,140.0,26.0,0
1,0,5,0,0,True,0,True,27.0,,3.1,,24.0,8,440,0.0,7.0,24.0,,0.0,1.0,,,,,,,120.0,3333.333333,340.0,12.0,1
1,0,14,1,4,True,6,True,13.0,88.0,3.7,9.0,42.0,6,172,4.0,2.0,25.0,33323.0,15.0,0.0,0.0,6650.0,0.25,9654.0,0.91,0.0,14.0,6500.0,150.0,23.0,0
1,0,7,1,0,False,0,True,19.25,,2.4,,13.0,0,0,6.0,3.0,13.0,,5.0,2.0,,,,,,,28.0,1791.666667,40.5,16.0,1
1,6,24,13,6,True,7,True,10.99,10.0,4.1,10.0,33.0,9,139,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3899.0,0.08,42744.0,0.96,1.0,42.0,1500.0,40.0,26.0,0
1,7,18,14,1,True,4,True,26.99,68.0,3.7,3.0,28.0,1,132,1.0,0.0,2.0,1018.0,43.0,1.0,0.0,0.0,0.0,3000.0,0.64,1.0,50.0,2500.0,40.0,15.0,1
1,1,1,0,1,False,1,True,6.55,10.0,3.9,10.0,14.0,4,40,0.0,1.0,2.0,0.0,0.0,0.0,0.0,14094.0,0.24,44081.0,1.0,1.0,28.0,12083.33333,296.84,14.0,0
1,0,0,41,4,True,1,True,12.5,37.0,3.2,10.0,29.0,8,311,0.0,2.0,8.0,2191.0,2.0,1.0,0.0,9433.0,0.88,1119.0,0.65,1.0,34.0,9750.0,96.0,28.0,1
3,19,16,29,1,False,7,True,17.95,90.0,3.5,7.0,18.0,4,313,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11567.0,0.68,5433.0,0.94,0.0,114.0,1666.666667,40.0,11.0,0
1,0,0,31,0,False,0,False,8.75,,,,,0,0,,,,,,,,,,,,,19.202,0.083333,60.0,,0
2,1,16,22,1,False,7,True,27.36,58.0,3.3,5.0,25.0,5,148,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5164.0,0.93,221.0,0.82,0.0,70.0,1666.666667,80.0,33.0,0
1,18,2,38,1,False,4,True,31.34,130.0,3.3,8.0,14.0,5,136,0.0,0.0,9.0,0.0,9.0,0.0,0.0,1691.0,0.99,2.0,0.85,2.0,130.0,3583.333333,40.0,9.0,0
1,0,43,10,2,False,2,True,16.0,25.0,3.6,10.0,44.0,3,31,0.0,14.0,26.0,0.0,0.0,1.0,0.0,673.0,0.13,4336.0,0.85,2.0,48.0,6000.0,500.0,22.0,1
1,0,0,1,2,False,7,True,29.0,35.0,2.8,4.0,22.0,1,20,11.0,1.0,1.0,3956.0,7.0,1.0,0.0,362.0,1.2,0.0,0.35,0.0,12.0,2000.0,40.0,21.0,1
1,3,19,10,1,False,6,False,10.95,81.0,3.9,8.0,25.0,6,273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18048.0,0.28,45052.0,1.0,1.0,,7083.333333,300.0,32.0,1
